"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","96","2","1","154.695496","0","1922"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","64","1","1","95.618149","0","705"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","6","6","1","7.440549","0","10"
"/Game/Materials/M_Metal.M_Metal","0","20","2","1","24.430117","0","87"
"/Game/Materials/M_BasicMaterial.M_BasicMaterial","0","20","7","1","25.068062","0","71"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","34","4","1","41.951729","0","220"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","18","5","1","19.626760","0","76"
"/Engine/VREditor/TransformGizmo/Main.Main","0","6","6","1","6.629465","0","7"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","6","1","1","6.834723","0","15"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","7","7","1","7.069129","0","10"
"/Game/Materials/M_Wood.M_Wood","0","18","1","1","21.806610","0","112"
"/Game/Materials/M_Water.M_Water","0","34","1","1","143.918747","0","366"
"/Game/StaticMeshes/Floor/M_Floor.M_Floor","0","29","4","1","35.192776","0","250"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","7","3","1","8.335473","0","25"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","40","8","1","36.701756","0","306"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","40","1","1","34.227791","0","343"
"/Game/3rdPartyModels_Textures/Plants/Material_Textures/M_Plant.M_Plant","0","36","4","1","45.540409","0","233"
"/Game/3rdPartyModels_Textures/Tree/M_TreeBase.M_TreeBase","0","18","3","1","21.289869","0","45"
"/Game/3rdPartyModels_Textures/Tree/M_Leaves.M_Leaves","0","32","10","1","32.966072","0","288"
"/Game/StaticMeshes/GrassBlade/M_Grass.M_Grass","0","40","8","1","45.999271","0","358"
"/Game/Materials/M_MagicCube.M_MagicCube","0","18","4","1","20.544628","0","73"
"/Game/Materials/M_IvyLeaf.M_IvyLeaf","0","32","4","1","32.516861","0","206"
"/Game/Materials/M_IvyBase.M_IvyBase","0","20","2","1","23.576422","0","71"
"/Game/Materials/M_WaterSprite.M_WaterSprite","0","34","6","1","142.833191","0","148"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","32","4","1","32.639767","0","168"
"/Game/Materials/M_DefaultBasic.M_DefaultBasic","0","18","4","1","19.213440","0","58"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","30","5","1","33.077560","0","179"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","39","8","1","48.554420","0","191"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","680","9","1","814.387939","0","35232"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","88","7","1","118.173615","0","786"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","42","6","1","54.691673","0","377"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","159","2","1","229.982101","0","2442"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","9","2","1","9.647512","0","25"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","102","7","1","124.398247","0","1201"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","7","4","1","7.587428","0","25"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","7","2","1","10.879787","0","24"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","72","5","1","378.775238","0","446"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","42","12","1","58.083656","0","206"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","42","2","1","61.090435","0","496"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","10","1","1","11.160641","0","43"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","36","1","1","49.019962","0","278"
"/ControlRig/M_Manip.M_Manip","0","10","6","1","9.590211","0","44"
"/Game/StaticMeshes/FogMaterial/M_LocalVolumetricFog.M_LocalVolumetricFog","0","28","11","1","37.412113","0","156"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","8","1","1","9.464709","0","20"
"Globals","49","5684","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","5","1","11.473239","0","20"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","9","1","1","19.674273","0","48"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","21","1","1","22.241693","0","253"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","9","1","1","9.524611","0","53"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","6","2","1","8.533008","0","24"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","6","2","1","7.750114","0","24"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","8","1","1","9.024737","0","43"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","1","1","7.706435","0","34"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","32","1","1","31.182505","0","545"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","1","1","9.601631","0","64"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","16","1","1","17.771694","0","139"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","6","1","1","7.911310","0","26"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","34","1","1","41.957794","0","594"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","18","2","1","21.594574","0","175"
"/Engine/VREditor/TransformGizmo/Main.Main","49","6","1","1","7.621858","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","6","1","1","8.650667","0","26"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","48","9","1","46.586487","0","724"
"/Game/StaticMeshes/GrassBlade/M_Grass.M_Grass","49","40","1","1","47.141533","0","769"
"/Game/Materials/M_WaterSprite.M_WaterSprite","49","34","1","1","94.535530","0","536"
"/Game/Materials/M_DefaultBasic.M_DefaultBasic","49","18","1","1","21.723116","0","181"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","30","2","1","32.369370","0","492"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","39","1","1","41.369801","0","886"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","109","1","1","165.888870","0","5676"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","63","1","1","101.883194","0","1847"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","63","5","1","98.806526","0","1973"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","63","1","1","100.991196","0","1840"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","36","1","1","41.721161","0","480"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","8","1","1","9.533895","0","43"
"/Game/StaticMeshes/FogMaterial/M_LocalVolumetricFog.M_LocalVolumetricFog","49","28","1","1","32.822529","0","331"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","1","1","11.126313","0","45"
"/ControlRig/M_Manip.M_Manip","49","10","1","1","9.658369","0","57"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","3","2","56.358711","0","605"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","3","1","7.176554","0","29"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","1","1","7.812460","0","34"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","72","6","6","67.766586","0","555"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","72","1","1","104.833450","0","1083"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","1","1","9.888925","0","53"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","102","1","1","111.961678","0","2522"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","159","1","1","186.634155","0","6036"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","851","1","1","838.624573","0","76340"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","34","2","1","34.059650","0","498"
"/Game/Materials/M_IvyBase.M_IvyBase","49","20","1","1","21.706573","0","169"
"/Game/Materials/M_IvyLeaf.M_IvyLeaf","49","34","1","1","34.825108","0","320"
"/Game/Materials/M_MagicCube.M_MagicCube","49","18","1","1","20.497496","0","173"
"/Game/3rdPartyModels_Textures/Tree/M_TreeBase.M_TreeBase","49","18","1","1","20.573887","0","159"
"/Game/3rdPartyModels_Textures/Tree/M_Leaves.M_Leaves","49","34","1","1","34.665001","0","568"
"/Game/3rdPartyModels_Textures/Plants/Material_Textures/M_Plant.M_Plant","49","36","1","1","40.169079","0","515"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","1","1","7.145389","0","34"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","48","1","1","41.893330","0","854"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","2","1","7.013125","0","32"
"/Game/StaticMeshes/Floor/M_Floor.M_Floor","49","31","1","1","30.851246","0","412"
"/Game/Materials/M_Wood.M_Wood","49","18","1","1","20.003271","0","169"
"/Game/Materials/M_Water.M_Water","49","34","1","1","91.384644","0","399"
"/Game/Materials/M_Metal.M_Metal","49","20","1","1","21.791489","0","193"
"/Game/Materials/M_BasicMaterial.M_BasicMaterial","49","20","1","1","21.136869","0","155"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","68","1","1","78.810631","0","1762"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","100","1","1","128.878799","0","2251"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","90","5","3","111.593521","0","909"
"/Game/Materials/M_Pillar.M_Pillar","49","18","1","1","20.306986","0","94"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","2","1","7.811231","0","32"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","1","1","7.899369","0","23"
